.trial,avg_customers
186,117.86
187,122.12
188,113.84
189,122.8
190,122.24
191,128.4
192,126.68
193,121.52
194,122.12
195,118.02000000000001
196,126.12
197,117.48
198,117.78
199,120.96
200,120.14
201,120.54
202,126.9
203,126.92
204,130.62
205,119.76
206,129.2
207,130.64
208,127.12
209,127.74
210,119.32
211,126.38
212,137.72
213,125.16
214,122.44
215,128.46
216,122.88
217,116.06
218,118.98
219,124.12
220,115.86
221,124.92
222,126.94
223,122.41999999999999
224,136
225,129.3
226,127.1
227,121.74
228,119.36
229,122.88
230,126.46000000000001
231,128.16
232,121.96
233,117.92
234,117.42
235,120.42
236,126.7
237,120.7
238,121.68
239,127.76
240,124.06
241,116.02
242,126.32
243,118.1
244,124.44
245,120.48
246,131.24
247,115.22
248,126.26
249,120.02
250,126.56
251,126.46
252,129.64
253,117.5
254,122.22
255,128.48
256,127.1
257,124.58
258,126.16
259,124.18
260,128.26
261,118.41999999999999
262,127.9
263,129.34
264,121.12
265,126.88
266,121.76
267,128
268,129.3
269,118.72
270,124.58
271,121.56
272,121.86
273,122.84
274,126.78
275,126.86
276,136.58
277,132.34
278,119.8
279,126.34
280,123.16
281,125.24
282,118.86
283,125.44
284,125.98
285,127.58
286,121.8
287,119.72
288,122.96000000000001
289,118.76
290,130.56
291,124.9
292,121.92
293,119.16
294,126.2
295,128.1
296,127.22
297,121.88
298,127.44
299,119.12
300,121.46
301,124.12
302,131.82
303,124.06
304,128.84
305,125.98
306,120.2
307,119.22
308,120.62
309,128.5
310,128.14
311,125.84
312,123.76
313,129.1
314,114.84
315,128.7
316,116.44
317,127.84
318,124.84
319,133.38
320,124.3
321,124.88
322,120.52000000000001
323,123.72
324,118.22
325,125.92
326,135.9
327,126.24
328,120.2
329,119.97999999999999
330,123.58
331,118.1
332,118.84
333,126.86
334,118.8
335,122.82
336,125.32
337,130.06
338,114.8
339,118.68
340,120.08
341,125.86
342,127.8
343,124.66
344,133.64
345,120.84
346,130.16
347,127
348,119.03999999999999
349,119.26
350,117.32
351,122.36
352,130.64
353,117.24
354,125.42
355,124
356,122.62
357,141.06
358,129.44
359,132.38
360,119.4
361,127.64
362,122.18
363,124.82
364,118.3
365,130.86
366,124.74
367,130.84
368,117.52
369,129
370,126.64
371,122.4
372,122.24
373,128.4
374,130.08
375,119.36
376,123.36
377,133.42
378,122.36
379,126.2
380,123.16
381,122.3
382,121.86
383,121
384,126.92
385,130.28
386,127.66
387,124.44
388,131.68
389,119
390,121.02
391,120.08
392,124.72
393,129.92
394,122.82
395,122.42
396,133.12
397,136.1
398,125.44
399,126.38
400,135.68
401,123.82
402,122.74
403,126
404,126.34
405,127.18
406,128.14
407,121.48
408,131.3
409,137.74
410,122.86
411,120.58
412,130
413,125.9
414,131.3
415,120.42
416,123.22
417,132.48
418,113.22
419,122.54
420,130.94
421,125.62
422,122.6
423,125.34
424,120.22
425,118.86
426,130.74
427,126.8
428,124.3
429,122.18
430,114.42
431,125.2
432,125.56
433,127.54
434,125.9
435,120.14
436,117.34
437,134.28
438,125.12
439,132.66
440,116.88
441,121.7
442,125.14
443,124.18
444,115.86
445,122.3
446,128.32
447,125.44
448,123.6
449,122.28
450,131.96
451,139.44
452,129.08
453,131.32
454,122.28
455,121.06
456,127.38
457,123.62
458,121.38
459,114.52
460,126.24
461,127.18
462,124.94
463,116.1
464,130.74
465,130.6
466,124.68
467,121.56
468,129.2
469,117.94
470,124.86
471,125.3
472,120.94
473,120.38
474,125.94
475,129.56
476,125.58
477,116.92
478,120.68
479,119.52000000000001
480,121.88
481,124.66
482,124.38
483,125.22
484,126.7
485,122.9
486,127.26
487,130.62
488,120.82
489,125.76
490,131.32
491,123.94
492,133.14
493,124.2
494,133.92
495,126.14
496,111.84
497,131.54
498,126.42
499,126.96
500,130.54
501,126.38
502,129.54
503,125.03999999999999
504,123.1
505,120.7
506,137.98
507,133.6
508,121.62
509,121.16
510,121.46
511,120.22
512,124
513,124.12
514,132.24
515,131.6
516,115.72
517,127.38
518,125.18
519,121.84
520,126.16
521,122.56
522,127.3
523,125.2
524,120.97999999999999
525,121.68
526,129.58
527,130.48
528,122.14
529,123.88
530,118.96000000000001
531,128.48
532,120.84
533,120.26
534,119.4
535,131.58
536,129.22
537,125.92
538,115.76
539,126.4
540,125.24
541,120.86
542,121.94
543,126.32
544,119.72
545,122.1
546,125.92
547,118.92
548,115.66
549,125.3
550,117.86
551,128.02
552,122.22
553,113.94
554,129
555,124.4
556,123.41999999999999
557,120.54
558,132.74
559,118.96
560,127.84
561,131.32
562,127.1
563,122.08
564,122.41999999999999
565,122.48
566,122.8
567,117.92
568,122.32
569,118.2
570,134.06
571,128.72
572,132.32
573,125.16
574,125.76
575,125.36
576,128.92
577,131.26
578,129.78
579,131.14
580,124.34
581,120.72
582,121.16
583,123.58
584,129.94
585,121.36
586,121.66
587,127.06
588,130.24
589,126.08
590,116.32
591,121.9
592,126.1
593,116.92
594,132.52
595,122.1
596,124.14
597,120.2
598,128.88
599,123.26
600,123.2
601,122.56
602,125.78
603,127.52
604,117
605,126.02
606,122.74
607,121.53999999999999
608,129.72
609,124.66000000000001
610,117.96
611,123.88
612,128.52
613,121.2
614,127.36
615,129.58
616,127.04
617,123.78
618,118.53999999999999
619,119.16
620,127.42
621,120.26
622,130.4
623,117.78
624,129.32
625,125.26
626,121.92
627,129.64
628,126.62
629,113.76
630,124.12
631,120.94
632,119.88
633,128.72
634,118.2
635,126.56
636,118.3
637,133.24
638,122.18
639,121.1
640,126.08
641,124.22
642,132.16
643,122.24
644,129.84
645,138.68
646,110.66
647,127.68
648,124.74
649,124.36
650,133.18
651,134.8
652,130.36
653,126.28
654,117.8
655,119.2
656,121.03999999999999
657,130.76
658,120.74
659,119.34
660,125.7
661,125.04
662,133.1
663,121.34
664,127.04
665,126.7
666,114.32
667,127.18
668,128.38
669,126.64
670,122.68
671,126.97999999999999
672,124.14
673,121.66
674,127.3
675,131.64
676,122.58
677,122.38
678,119.47999999999999
679,121
680,126.16000000000001
681,123.16
682,129.24
683,128.8
684,128.92
685,129.06
686,121.5
687,124.96000000000001
688,122.74
689,120.94
690,127.03999999999999
691,131.42
692,119
693,127.78
694,126.52
695,123.53999999999999
696,118.32
697,122.26
698,122.8
699,130.9
700,123.84
701,130.8
702,117.86
703,123.48
704,122.42
705,127.88
706,128.08
707,132.04
708,117.26
709,120.76
710,129.28
711,130.38
712,122.8
713,125
714,130.56
715,122.68
716,122.88
717,122.8
718,122.6
719,124.94
720,128.06
721,116.32
722,125.32
723,124.48
724,120.44
725,128.36
726,121.86
727,125.52000000000001
728,117.76
729,122.56
730,128.88
731,122.86
732,123.41999999999999
733,120.44
734,130.66
735,120.53999999999999
736,132.54
737,127.14
738,124.02
739,120.16
740,116.04
741,133.84
742,126.68
743,120.2
744,128.76
745,115.06
746,135.52
747,125.1
748,128.4
749,123.18
750,123.08
751,117.02
752,122.08000000000001
753,131.96
754,126.42
755,129.64
756,131.18
757,122.88
758,129.82
759,127.78
760,119.12
761,123.9
762,123.62
763,123.6
764,134.04
765,128.7
766,129.34
767,133.1
768,132.04
769,126.36
770,115.28
771,120.5
772,133.94
773,133.82
774,127.53999999999999
775,121.94
776,121.5
777,132.86
778,128.84
779,132.2
780,132.5
781,127.42
782,131.5
783,127.4
784,127.68
785,117.66
786,124.14
787,123.06
788,131.84
789,123.18
790,134.12
791,125.24
792,126.38
793,122.26
794,125.18
795,123.03999999999999
796,124.38
797,128.38
798,120.32
799,124.2
800,128.38
801,115.38
802,117.92
803,129.24
804,124.14
805,119.32
806,118.26
807,124.1
808,129
809,127.5
810,119.38
811,126.38
812,126.06
813,123.1
814,120.4
815,129.48
816,130.84
817,124.03999999999999
818,111.84
819,123.26
820,130.12
821,130.06
822,124.5
823,128.44
824,127.7
825,122.1
826,130.74
827,120.4
828,115.74
829,130.66
830,116.18
831,124.9
832,128.04
833,130.3
834,124.8
835,127.41999999999999
836,128.2
837,126.6
838,120.56
839,116.12
840,126.9
841,130.08
842,125.06
843,132.5
844,118.08
845,128.36
846,127.72
847,125.22
848,114.62
849,124.12
850,126.03999999999999
851,122.62
852,136.7
853,119.72
854,121.72
855,124.96000000000001
856,119.41999999999999
857,131.12
858,125.74
859,119.34
860,130.6
861,118.06
862,118.62
863,122.18
864,129.72
865,125.06
866,121.94
867,122.92
868,126.96000000000001
869,121.68
870,127.44
871,119.8
872,125.6
873,122.1
874,126.74
875,127.82
876,116.92
877,129.57999999999998
878,128.48
879,131.2
880,126.3
881,126.53999999999999
882,128.14
883,119.92
884,126.47999999999999
885,127.74
886,123.78
887,131.4
888,124.62
889,125.9
890,122.84
891,129.56
892,120.83999999999999
893,130.36
894,122.42
895,123.12
896,120.24
897,126.28
898,123.84
899,126.52000000000001
900,124.41999999999999
901,125.2
902,121.2
903,127.7
904,128.74
905,122.66
906,127.62
907,133.32
908,119.86
909,123.1
910,125.3
911,122.53999999999999
912,130.62
913,129.66
914,126.76
915,118.9
916,126.44
917,127.32
918,130.84
919,127.32
920,118.36
921,125.78
922,125.72
923,121.78
924,115.12
925,114.7
926,128.62
927,121.8
928,118.9
929,128.04
930,123.48
931,126.64
932,127.64
933,121.76
934,129.42
935,130.7
936,127.02
937,123.7
938,116.48
939,123.64
940,121.9
941,120.18
942,122.58
943,127.84
944,128.54
945,128.3
946,131.78
947,126.28
948,130.08
949,122.38
950,117.12
951,128.08
952,123.14000000000001
953,129.98
954,116.74
955,131.28
956,122.48
957,127.32
958,124.24
959,124.3
960,120.12
961,128.46
962,126.22
963,124.44
964,127.64
965,119.54
966,121.3
967,117.98
968,126.92
969,128.72
970,122
971,131.76
972,120.7
973,129.38
974,124.08000000000001
975,128.74
976,126.74
977,126.66
978,130.52
979,125.2
980,121.22
981,122.96
982,123.34
983,120.36
984,124.98
985,127.5
986,126.96
987,129.22
988,124.2
989,126.46
990,126.72
991,122.18
992,121.47999999999999
993,127.14
994,127.46000000000001
995,131.42
996,124.94
997,123.72
998,124.4
999,126.78
1000,130.92
1001,131.48
1002,127.54
1003,129.42
1004,123.41999999999999
1005,126.98
1006,125.6
1007,119.36
1008,123.78
1009,122.36
1010,128.16
1011,118.96
1012,129.76
1013,124.74
1014,131.42
1015,128.16
1016,127.02
1017,124.34
1018,119.04
1019,120.56
1020,122.84
1021,123.8
1022,121.08
1023,117.1
1024,133.82
1025,117.36
1026,128.98
1027,137.62
1028,116.28
1029,119.96000000000001
1030,125.02
1031,120.72
1032,121.7
1033,125.88
1034,128.02
1035,113.08000000000001
1036,123.54
1037,125.92
1038,125.28
1039,118.92
1040,117.7
1041,128.9
1042,124.68
1043,124.96000000000001
1044,126.48
1045,128.04
1046,124.82
1047,128.92000000000002
1048,132.04
1049,124.92
1050,128.68
1051,122.88
1052,114.5
1053,113.02
1054,116.1
1055,120
1056,123.4
1057,128.9
1058,133.98
1059,116.98
1060,125.3
1061,120.68
1062,126.12
1063,120.03999999999999
1064,132.92
1065,123.36
1066,120.22
1067,120.74
1068,130.2
1069,119.86
1070,120.02
1071,120.96000000000001
1072,126.88
1073,126.94
1074,124.28
1075,128
1076,130.14
1077,127.22
1078,130.3
1079,129.44
1080,137.08
1081,122.8
1082,120.38
1083,127.4
1084,119.66
1085,118.88
1086,120.76
1087,127.66
1088,115.02
1089,123.86
1090,135.26
1091,126.52
1092,121.12
1093,124.78
1094,128.1
1095,126.88
1096,131.12
1097,127.78
1098,122.8
1099,125.2
1100,132.32
1101,120.26
1102,111.74
1103,124.44
1104,122.7
1105,125.98
1106,126.3
1107,123.14
1108,127.92
1109,130.26
1110,126.32
1111,126.12
1112,123.88
1113,123.44
1114,124.32
1115,137.74
1116,119.46
1117,129.04
1118,127.82
1119,124.96000000000001
1120,134.44
1121,118.52
1122,130.46
1123,117.6
1124,124.1
1125,129.57999999999998
1126,119.2
1127,124.82
1128,118.88
1129,127.16
1130,121.22
1131,128.6
1132,129.72
1133,123.4
1134,123.04
1135,120
1136,125.36
1137,121.06
1138,122.34
1139,126.08
1140,126.46
1141,129.04
1142,121.94
1143,125.12
1144,117.28
1145,113.78
1146,135.32
1147,131.76
1148,123.12
1149,120.4
1150,125.42
1151,118.94
1152,116.96000000000001
1153,126.6
1154,122.8
1155,120.34
1156,119.76
1157,126.22
1158,130.4
1159,115.86
1160,126.72
1161,120.68
1162,124.28
1163,118.02
1164,128.74
1165,122.03999999999999
1166,119.58
1167,124.62
1168,125.78
1169,119.8
1170,122.82
1171,121.76
1172,117.58
1173,130.1
1174,130.44
1175,123.64
1176,128.68
1177,129.18
1178,122.82
1179,124.2
1180,127.94
1181,127.2
1182,126.24
1183,124.28
1184,134.18
1185,127.7
1186,124.9
1187,129.22
1188,126.5
1189,127.5
1190,121.03999999999999
1191,115.56
1192,126.06
1193,125.02
1194,126.28
1195,120.92
1196,121.48
1197,115.92
1198,128.48
1199,120.42
1200,126.5
1201,124.42
1202,123.82
1203,131.7
1204,126.38
1205,126.36
1206,125.84
1207,120.34
1208,125.26
1209,124.08
1210,129.5
1211,132.24
1212,122.68
1213,126.3
1214,125.46000000000001
1215,111.38
1216,126.32
1217,116.98
1218,124.14
1219,124.7
1220,134.2
1221,119.53999999999999
1222,119.47999999999999
1223,107.6
1224,121.66
1225,132.42
1226,120.52
1227,121.88
1228,126.47999999999999
1229,123.86
1230,124.08000000000001
1231,118.04
1232,125.84
1233,122.26
1234,123.66
1235,127.12
1236,121.76
1237,123.96000000000001
1238,126.94
1239,126.4
1240,124.94
1241,125.78
1242,129.28
1243,123.06
1244,121.4
1245,128.46
1246,118.74
1247,124.4
1248,121.32
1249,123.26
1250,127.6
1251,121.24
1252,122.88
1253,122.38
1254,119.62
1255,117.58
1256,125.72
1257,134.58
1258,126.34
1259,123.6
1260,127.78
1261,124.1
1262,125.16
1263,130.3
1264,123.48
1265,130.28
1266,125.2
1267,121.08
1268,125.34
1269,122.2
1270,134.92
1271,120.28
1272,122.38
1273,132.56
1274,123.14
1275,117.4
1276,119.28
1277,124.88
1278,119.66
1279,130.68
1280,125.18
1281,112.72
1282,123.2
1283,126.66
1284,125.32
1285,120.04
1286,126.46000000000001
1287,118.76
1288,129.64
1289,125.96000000000001
1290,119.26
1291,125.9
1292,131.92
1293,126.84
1294,122.98
1295,131.08
1296,124.98
1297,120.38
1298,118.56
1299,125.34
1300,127.52000000000001
1301,133.26
1302,127.1
1303,121.56
1304,124.5
1305,122.9
1306,127.42
1307,131.04
1308,131.3
1309,119.22
1310,124.02
1311,127.76
1312,128.18
1313,119.96000000000001
1314,123.1
1315,124.44
1316,114.68
1317,124.94
1318,125.48
1319,122.14
1320,117.3
1321,119.98
1322,132.1
1323,121.34
1324,119.36
1325,132.52
1326,114
1327,120.86
1328,122.02
1329,125.76
1330,128.4
1331,120.88
1332,127.9
1333,125.38
1334,124.48
1335,117.1
1336,126.34
1337,123.52
1338,125.64
1339,127.02
1340,125.66
1341,126.84
1342,123.3
1343,129.12
1344,124.06
1345,128.18
1346,125.1
1347,133.7
1348,122.84
1349,120.24
1350,126.38
1351,123.84
1352,132.62
1353,131.76
1354,119.96
1355,119.78
1356,117.2
1357,121.68
1358,115.74
1359,122.16
1360,127.02000000000001
1361,119.16
1362,128.46
1363,125.84
1364,118.54
1365,126.84
1366,115.64
1367,121.5
1368,130.32
1369,120.9
1370,119.9
1371,126.18
1372,131.76
1373,121.1
1374,137.44
1375,129.92
1376,130.9
1377,121.12
1378,134.64
1379,126.76
1380,123.64
1381,126.7
1382,124.06
1383,133.08
1384,127.12
1385,128.82
1386,129.94
1387,116.06
1388,126.18
1389,121.38
1390,123.58
1391,127.98
1392,129.94
1393,124.5
1394,129.32
1395,122.26
1396,124.62
1397,131
1398,128.28
1399,115.06
1400,121.98
1401,132.22
1402,117.56
1403,121.42
1404,125.26
1405,121.02000000000001
1406,131.86
1407,130.22
1408,126.26
1409,125.18
1410,135.44
1411,116.6
1412,124.08
1413,122.42
1414,127.6
1415,123.92
1416,115.3
1417,122.03999999999999
1418,115.94
1419,122.88
1420,113.72
1421,113.78
1422,124
1423,119.72
1424,125.18
1425,130.98
1426,123.97999999999999
1427,128.5
1428,118.9
1429,122.64
1430,125.12
1431,122.12
1432,126.26
1433,128.72
1434,128.46
1435,119.42
1436,123.18
1437,118.92
1438,116.2
1439,126.58
1440,130.4
1441,125.82
1442,114.5
1443,126.5
1444,122.44
1445,124.6
1446,130.1
1447,130.16
1448,122.5
1449,124.92
1450,126.42
1451,121.4
1452,120.84
1453,125.62
1454,128.18
1455,129.08
1456,127.9
1457,132.48
1458,128.02
1459,130.26
1460,123.32
1461,124.48
1462,122.92
1463,123.68
1464,120.74
1465,122.4
1466,118.2
1467,124.18
1468,118.78
1469,126.14
1470,116.64
1471,121.64
1472,118.4
1473,121.84
1474,118.66
1475,127.68
1476,123.03999999999999
1477,124
1478,136.98
1479,122.86
1480,122.66
1481,118.72
1482,124.06
1483,122.66
1484,127.74
1485,125.26
1486,123.46
1487,112.48
1488,119.4
1489,131.84
1490,135.6
1491,130.9
1492,125.34
1493,134.38
1494,127.5
1495,117.84
1496,124.7
1497,121.08
1498,119.64
1499,127.7
1500,117.94
1501,129.5
1502,134.46
1503,119.22
1504,129.06
1505,120.08000000000001
1506,122.74
1507,121.44
1508,132.36
1509,123.68
1510,124.1
1511,126.2
1512,117.46000000000001
1513,126.56
1514,126.76
1515,114.14
1516,124.22
1517,125.66
1518,118.02
1519,121.06
1520,121.4
1521,136.92
1522,126.96000000000001
1523,124.72
1524,118.76
1525,120.03999999999999
1526,126.28
1527,116.16
1528,117.52000000000001
1529,123.84
1530,127.7
1531,129.6
1532,127.4
1533,131.92
1534,119.22
1535,124.02
1536,119.68
1537,128.66
1538,127.9
1539,121.66
1540,122.62
1541,128.46
1542,128.26
1543,118.1
1544,120.6
1545,118.38
1546,134.98
1547,121.38
1548,114.18
1549,127.14
1550,126.8
1551,121.7
1552,127.56
1553,124.66
1554,118.24
1555,118.74
1556,125.62
1557,126.92
1558,126.72
1559,122.5
1560,117.98
1561,136.76
1562,133.46
1563,133.36
1564,137.46
1565,121.26
1566,120.12
1567,122.12
1568,119.24
1569,127.94
1570,121.4
1571,124.7
1572,122.14
1573,129.32
1574,119.84
1575,121.94
1576,124.06
1577,130.38
1578,126.66
1579,121.88
1580,118.34
1581,121.18
1582,124.56
1583,119.02
1584,123.42
1585,135.58
1586,132.9
1587,123.46
1588,122.28
1589,123.74
1590,128.66
1591,124.88
1592,116.06
1593,118.42
1594,124.28
1595,125.58
1596,128.84
1597,117.96000000000001
1598,132.8
1599,119.38
1600,125.16
1601,122.86
1602,125.32
1603,117.14
1604,117.96
1605,121.6
1606,125.9
1607,126.24
1608,122.48
1609,126.44
1610,118.14
1611,125.68
1612,116.36
1613,132.38
1614,129.4
1615,126.44
1616,131.16
1617,119.24
1618,124.91999999999999
1619,122.7
1620,124.72
1621,114.86
1622,123.56
1623,123.96000000000001
1624,127.78
1625,132.16
1626,122.12
1627,115.82
1628,128.06
1629,121.12
1630,129.16
1631,122.47999999999999
1632,126.06
1633,125.9
1634,122.82
1635,129.44
1636,126.9
1637,131.7
1638,125.94
1639,117.22
1640,128.68
1641,123.06
1642,114.84
1643,118.74
1644,119.3
1645,124.08000000000001
1646,118.52000000000001
1647,121.36
1648,125.08
1649,130.64
1650,119.06
1651,118.1
1652,124
1653,123.36
1654,121.14
1655,122.22
1656,122.54
1657,123.76
1658,115.94
1659,128.8
1660,123.53999999999999
1661,120.72
1662,124.36
1663,123.3
1664,120.1
1665,119.92
1666,126.62
1667,124.86
1668,125.02
1669,121.12
1670,121.64
1671,133.5
1672,127.24
1673,127.4
1674,125.64
1675,126.74
1676,125.92
1677,128.76
1678,119.86
1679,118.02
1680,118.14
1681,126.94
1682,125.24
1683,125.64
1684,128.58
1685,127.86
1686,133.18
1687,126.44
1688,124.22
1689,116.7
1690,121.44
1691,131.26
1692,125.86
1693,132.36
1694,126.66
1695,117.4
1696,121.56
1697,122.72
1698,119.62
1699,129.38
1700,117.72
1701,127.14
1702,124.24
1703,127.64
1704,124.97999999999999
1705,119.08
1706,122.8
1707,117
1708,127.12
1709,123.04
1710,123.02
1711,109.56
1712,132.02
1713,118.4
1714,119.28
1715,123.8
1716,121.64
1717,119.84
1718,122.82
1719,128.32
1720,116.3
1721,118.3
1722,126.78
1723,121.58
1724,128.26
1725,136.56
1726,124.22
1727,131.94
1728,126.08
1729,116.62
1730,127.32
1731,122.1
1732,128.28
1733,121.72
1734,124.42
1735,126.94
1736,119.66
1737,122.86
1738,118.24
1739,118.16
1740,126.5
1741,124.48
1742,121.84
1743,125.1
1744,114.2
1745,125.32
1746,123.18
1747,119.22
1748,123.44
1749,124.42
1750,125.36
1751,123.92
1752,124.52000000000001
1753,116.54
1754,129.38
1755,126.68
1756,130.66
1757,127.76
1758,123.68
1759,130.86
1760,114.18
1761,125.34
1762,122.18
1763,122.4
1764,121.8
1765,128.88
1766,124.12
1767,126.84
1768,125.82
1769,133.62
1770,126.7
1771,125.44
1772,128.08
1773,122.98
1774,122.9
1775,134.94
1776,117.9
1777,121.94
1778,122.32
1779,127.64
1780,123.66
1781,125.6
1782,124.94
1783,122.78
1784,124.26
1785,126.5
1786,128.12
1787,139.6
1788,129.12
1789,124.1
1790,128.68
1791,124.6
1792,123
1793,124.84
1794,126.08
1795,132.76
1796,128.78
1797,124.52
1798,125.24
1799,125.88
1800,117.86
1801,124.48
1802,125.12
1803,121.36
1804,121.24
1805,119.28
1806,125.72
1807,122.72
1808,122.18
1809,116.26
1810,127.2
1811,124.68
1812,125.78
1813,120.62
1814,127.22
1815,129.64
1816,127.98
1817,127.97999999999999
1818,117.56
1819,125.02
1820,126.26
1821,125.9
1822,125.84
1823,121.72
1824,121.56
1825,120.42
1826,127.88
1827,126.44
1828,120.4
1829,124.86
1830,122.44
1831,122.06
1832,121.94
1833,116.46000000000001
1834,125.02
1835,124.18
1836,123.92
1837,123.7
1838,126.28
1839,130.76
1840,116.04
1841,126.97999999999999
1842,125.06
1843,135.38
1844,125.46000000000001
1845,120.46000000000001
1846,120.7
1847,124
1848,124.16
1849,115.36
1850,131.8
1851,121.9
1852,129.14
1853,128.96
1854,122.92
1855,119.83999999999999
1856,126.2
1857,121.6
1858,128.02
1859,126.14000000000001
1860,125.82
1861,123.06
1862,115.02
1863,118.6
1864,116.3
1865,127.16
1866,124.98
1867,129.7
1868,131.86
1869,120.22
1870,126.78
1871,124.26
1872,129
1873,127.02
1874,130.32
1875,123.3
1876,118.68
1877,121.56
1878,120.28
1879,121.32
1880,115.66
1881,126.08
1882,121.47999999999999
1883,123.78
1884,114.26
1885,128.88
1886,130.58
1887,127.74
1888,132.6
1889,129.68
1890,119.2
1891,119.98
1892,113.86
1893,127.6
1894,113.4
1895,121.68
1896,123.2
1897,122.1
1898,125.72
1899,122.53999999999999
1900,122.52
1901,123.08
1902,116.26
1903,124.52
1904,122.68
1905,135.94
1906,128.84
1907,124.96
1908,118.02
1909,137
1910,122.6
1911,128.76
1912,129.32
1913,129.2
1914,126.76
1915,128.16
1916,120.66
1917,116.8
1918,124.94
1919,124.66
1920,124.08
1921,123.6
1922,133.12
1923,125.62
1924,129.78
1925,124.74
1926,124.18
1927,119.98
1928,135.4
1929,131.44
1930,121.14
1931,117.96000000000001
1932,121.12
1933,129.06
1934,120.46
1935,123.44
1936,125.3
1937,129.74
1938,126.4
1939,121.44
1940,129.48
1941,116.82
1942,126.64
1943,128.38
1944,120.08
1945,138.1
1946,125.38
1947,125.34
1948,122.76
1949,120.34
1950,124.06
1951,124.14
1952,116.68
1953,122.68
1954,128.72
1955,125.9
1956,126.02
1957,124.84
1958,127.72
1959,129.52
1960,125.18
1961,123.44
1962,115.86
1963,122.53999999999999
1964,121.28
1965,126.47999999999999
1966,120.66
1967,123.34
1968,118.38
1969,125.68
1970,135.34
1971,130.94
1972,129.9
1973,126.68
1974,120.62
1975,127.72
1976,124.82
1977,123.84
1978,122.96000000000001
1979,118.64
1980,126.62
1981,121.68
1982,117.32
1983,130.54
1984,119.66
1985,126.92
1986,135.58
1987,129.06
1988,119
1989,128.56
1990,129.24
1991,122.38
1992,132.62
1993,130.88
1994,125.06
1995,128.42
1996,131.74
1997,133.74
1998,123.58
1999,122.2
2000,116.84
2001,112.82
2002,123.98
2003,123.72
2004,125.86
2005,125.82
2006,118.4
2007,127.96
2008,126.16
2009,129.06
2010,119.28
2011,124.24
2012,123.34
2013,122.48
2014,124.24
2015,125.8
2016,128.12
2017,122.58
2018,127.1
2019,128.14
2020,119.1
2021,128.62
2022,116.54
2023,138.1
2024,123.18
2025,116.68
2026,123.7
2027,129.76
2028,127.9
2029,122.97999999999999
2030,127.28
2031,118.42
2032,124.12
2033,125.78
2034,128.24
2035,126.86
2036,121.7
2037,124.24
2038,124.6
2039,120.58
2040,127.46
2041,125.06
2042,125.78
2043,122.4
2044,119.38
2045,124
2046,119.96
2047,120.18
2048,125.18
2049,124.24
2050,127.82
2051,122.4
2052,124.26
2053,133.06
2054,120.7
2055,123.94
2056,119.66
2057,118.78
2058,128.68
2059,126.34
2060,129.42
2061,120.84
2062,118.84
2063,126.78
2064,122.48
2065,128.36
2066,126.98
2067,120.91999999999999
2068,116.7
2069,135.26
2070,124.18
2071,122.58
2072,127.18
2073,120.74
2074,124.12
2075,120.46000000000001
2076,127.7
2077,129.78
2078,117.5
2079,120.14
2080,128.4
2081,126.48
2082,132.28
2083,126.34
2084,123.38
2085,121.76
